id,attention,progress-belief,mechanism_open-ended,charity-choice - Selected Choice,charity-choice - None of these (please enter a charity of your choice) - Text,donation-amount,donation-binary,humanprogress1,humanprogress2,humanprogress3,humanprogress4,inevitableprogress1,inevitableprogress2,inevitableprogress3,inevitableprogress4,humanprogress.mean,inevitableprogress.mean,donation-openended,gender - Selected Choice,gender - Prefer to self-identify: - Text,politics - Selected Choice,politics - Other - Text,age,religion,country,"Are you of Spanish, Hispanic, or Latino origin?",What is your race? Select all that apply. - Selected Choice,l-human-action,c-human-action,l-inevitable,c-inevitable,l-action-as-cause,c-action-as-cause,l-belief-as-cause,c-belief-as-cause,l-self-reference,c-self-reference
96,instructions,Not sure,One example I can think of it used to completely normal to marry off child age girls to adult men. Our society now has progressed to see this as immoral since the girls have no way to consent to this relationship and don't deserve to be treated as property either. Moral progress can occur when we look back and see that things were wrong because of how they affected the people who went through it.,Abortion Care Network,,15,1,6,6,5,6,4,5,4,4,5.75,4.25,"Might as well pick the highest amount, didn't seem like there was any reason not to",Woman,,Very liberal,,27,Agnosticism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
3,instructions,Not sure,"By learning more about internal and external dynamics - meaning, both how people work and how the world works - through fields like science and psychology, we learn how to more ethically and fairly interact with others and with the world. Progress occurs when we put that information into action. ",Hope for Ukraine Inc.,,20,1,7,7,5,6,4,5,4,4,6.25,4.25,I generally think that amount is a good minimum donation to make - it's usually what i give since i disperse my donations across several charities,Woman,,Liberal,,33,Spiritual but no religion,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
152,instructions,Yes,"By deepening our grasp of existing moral concepts and standards. This can occur with age/maturity, learning from history and from other cultures.",Hope for Ukraine Inc.,,1,1,6,6,5,6,3,5,4,5,5.75,4.25,"I'm poor, and cheap.",Man,,Liberal,,55,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
232,instructions,Yes,"Moral progress can occur as previously believed and held practices, prejudices, etc become outdated and in the minority over time. Morality shifts as peoples' beliefs and opinions do. A couple examples that may occur in the future are the punishments and rights of prisoners, and the practice of factory farming.",Nonviolent Peaceforce (peace efforts),,2,1,6,6,6,5,5,6,2,4,5.75,4.25,"I am skeptical about the usage of funds by charitable organizations, and none of the listed charities really stood out to me.",Man,,Liberal,,25,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
231,instructions,Yes,"moral progress can occur by changing the temperature on how a group of people feel that something is currently accepted is actually immoral. Sometimes that has to be forced, sometimes through law or blood, or both.",Any Woman Can LLC (women's rights),,5,1,6,6,6,5,4,5,4,4,5.75,4.25,I'd like to donate something but I don't have a lot of disposable income. That's why I'm here doing surveys,Woman,,Very liberal,,34,Atheism,United States of America,No,White,1,1,0,0,1,0,0,1,0,0
63,instructions,Yes,Ending of slavery in large parts of the world and other expansions of rights for many. Improvements in international parternships/cooperation across the world.,Palestine Children’s Relief Fund,,10,1,6,6,6,5,4,5,4,4,5.75,4.25,I wasn't sure if I would get the undonated portion. If it doesn't affect my payout for the survey I would have donated all 20.,Man,,Moderate,,24,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
137,mango,No,A good example of moral progress would be individual changes in beliefs and behavior such as the abolition of slavery,Voices for Racial Justice,,10,1,4,4,4,4,4,5,4,4,4,4.25,I felt it was a good amount,Woman,,Liberal,,33,Spiritual but no religion,United States of America,No,Other,1,1,0,0,1,1,0,0,0,0
229,instructions,Yes,"or example, the abolition of slavery, the civil rights movement, and the ongoing efforts for gender equality and LGBTQ+ rights are all instances where moral progress has been evident. Each of these examples involved a combination of education, cultural shifts, legislative action, and social advocacy to bring about change. Moral progress is often slow and challenging, but it is possible when individuals and societies commit to the principles of justice, equality, and compassion.",Nonviolent Peaceforce (peace efforts),,10,1,5,5,5,4,3,4,6,4,4.75,4.25,It is descent and a preferable amount.,Man,,Conservative,,51,Catholicism,United States of America,No,Black,1,1,0,0,1,1,1,1,0,0
242,instructions,Not sure,"Morality is difficult to determent do to environmental changes and socially accepted behaviors. Due to the desire for instant gratification and advancement in technology, morality has gone down in my opinion. ",A Bond of Love Adoption Agency Inc.,,15,1,5,5,6,5,3,5,4,5,5.25,4.25,I'm adopted,Woman,,Moderate,,54,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
84,instructions,Yes,"Moral progress occurs through efforts made by those impacted by the low morals of others. Protests like those that occurred in support of the Civil Rights movement are essential to communicate to leaders that the current state of things is not acceptable to those who it impacts. Those in charge often benefit from moral deficiencies, and will not seek to change things without pressure from outside sources.",Nonviolent Peaceforce (peace efforts),,20,1,6,7,7,6,4,5,4,4,6.5,4.25,"Given the $20 maximum, this felt like the right amount to contribute on that scale.",Man,,Liberal,,29,Baptist,United States of America,No,White,0,1,0,0,0,0,1,1,0,0
160,instructions,Yes,"While we have not completely progressed, race relations are definitely far better than they were 100 years ago. I think of segregation and lynchings that happened in the South, and how the general consensus is that it was a disgusting and immoral time when those events took place. It feels almost unbelievable to most to think that this was happening in America, and that's how I know we have made moral progress.",Any Woman Can LLC (women's rights),,20,1,7,7,7,7,3,7,1,6,7,4.25,It was the most I could donate. I am a woman and women's rights is a cause I believe in. I think it will be of some help.,Woman,,Liberal,,35,Agnosticism,United States of America,No,White,1,1,0,0,1,0,1,1,0,0
267,instructions,Yes,Moral progress can occur when there is more education available and people  more have access to information. This widens their worldview and considerations for others. There are more opportunities for empathy too.,Palestine Children’s Relief Fund,,20,1,5,5,4,5,4,5,4,4,4.75,4.25,It seems like a reasonable amount that would do good.,Man,,Moderate,,54,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
53,instructions,Yes,"I think most moral progress has happened as information about what is going on in the world has become available.  As communication between people increases, it allows people to band together and make movements against oppression.",Nonviolent Peaceforce (peace efforts),,20,1,6,5,6,3,3,7,3,4,5,4.25,"If the option was to divide 20 between myself and the charity I honestly would have chosen a lower amount, however since you were making the donation I figured I should ""donate"" the full amount",Man,,Liberal,,38,Spiritual but no religion,United States of America,No,White,1,1,0,1,1,1,0,1,0,0
12,instructions,No,When people demand change. Usually starts with anfew brave people such as when slavery was abolished,Any Woman Can LLC (women's rights),,0,0,6,6,6,6,3,5,5,5,6,4.5,Because im on orolific because i struggle to make ends meet so normally i donate half my earnings when given the choice but this month on sioer tight budget,Man,,Liberal,,51,Non-denominational Christianity,United States of America,No,White,1,0,0,0,1,1,0,0,0,0
222,instructions,Yes,"The world will become more and more transparent, and people will slowly lose the ability to commit crimes unseen.  The fear of punishment will cause people to commit less crimes.  Obviously, there will be exceptions for those in power, but the for normal people, the world will be more moral and safe for most.  ",None of these (please enter a charity of your choice),Feed the Children,0,0,2,2,2,5,6,6,4,2,2.75,4.5,"I am not doing well at the moment, I have to help myself before I help others.  ",Man,,Moderate,,31,Buddhism,United States of America,No,Asian,1,0,0,0,1,0,0,1,0,0
278,instructions,Yes,"If we continue to try to understand people of different cultures and beliefs in an equal way instead of considering them strange or deviant, progress will continue",Abortion Care Network,,0,0,7,7,6,7,5,6,2,5,6.75,4.5,I would have to do more research on the charities listed,Woman,,Very liberal,,53,Buddhism,United States of America,No,Asian,0,0,0,0,0,1,0,0,0,0
94,instructions,Yes,"Moral progress occurs when people decide that something is wrong, and choose to change society for the better. An example of moral progress would be the abolition of slavery.",Palestine Children’s Relief Fund,,10,1,5,5,5,5,5,5,5,3,5,4.5,I want to help Palestine as much as I can,Woman,,Liberal,,32,Spiritual but no religion,United States of America,No,"White,American Indian/Native American or Alaska Native,Native Hawaiian or Other Pacific Islander",0,0,0,0,0,0,0,0,0,0
58,instructions,Yes,This can be evident in how different racial/ethnic/national/etc groups are treated. We've seen women be treated better in USA as well as awareness being raised when certain groups are treated poorly. ,Abortion Care Network,,15,1,6,6,6,6,5,6,2,5,6,4.5,"I didn't have enough information regarding the $20. What would happen to the rest if I don't donate all $20? Because of that, I selected $15 with just the information I had.",Man,,Moderate,,39,Other,United States of America,No,White,0,0,0,0,0,0,0,1,0,0
80,instructions,No,I think we need to get back to teaching teamwork instead of competition we need to start using the word we more than the word I,Nonviolent Peaceforce (peace efforts),,0,0,4,6,5,5,4,5,4,5,5,4.5,Because I cannot donate to every charity out there,Man,,Very liberal,,44,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
195,instructions,No,Moral progress can occur by humans learning and evolving. After we do this we can look and figure out what is best for progress ,Genders & Sexualities Alliance Network,,0,0,6,6,6,6,4,6,5,3,6,4.5,I chose nothing because I need the money myself ,Woman,,Liberal,,29,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
250,instructions,Yes,"Moral progress can happen when people work together to make the world a fairer and kinder place. This can happen in big ways, like when laws are changed to protect people's rights; or in small ways, like when individuals learn to be more understanding and respectful towards others.",IsraAid US Inc. (aid for Israel),,0,0,5,5,5,6,5,5,5,3,5.25,4.5,I only donate to my local charities.,Man,,Conservative,,60,Agnosticism,United States of America,No,White,0,1,0,0,0,0,1,1,0,0
60,instructions,Not sure,"Moral progress can occur when people work together to make changes in regards to things like inequality (race, gender etc). Changing society's beliefs of certain things takes time but when people join together and are persistent, change can occur. ",None of these (please enter a charity of your choice),Compassion International,3,1,7,7,6,6,3,5,6,4,6.5,4.5,I already give to that charity and the amount I chose is just an extra amount above what I already give.,Woman,,Conservative,,39,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
35,instructions,Yes,"We have established laws that make society put morality in practice, such as anti discrimination laws, or women's rights. This makes it that people have to follow it even if they don't feel like it. Also an unspoken agreement towards others as well. ",IsraAid US Inc. (aid for Israel),,5,1,4,4,4,3,5,5,4,4,3.75,4.5,Because Israel is my homeland. ,Woman,,Moderate,,32,Judaism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
194,instructions,Not sure,"I think the fact that we have social media and it's easy for people to learn about other peoples issues, it's easier for more people to help. For example someone get set up a go fund me page. More people that want to help have the opportunity to do so. ",IsraAid US Inc. (aid for Israel),,5,1,6,5,6,6,4,5,4,5,5.75,4.5,"I didn't know how much of this I would keep or if this is even real, so I had to limit my amount so I could see a potential bonus. As much as I want to help. I don't do these surveys for charity. ",Man,,Moderate,,36,Judaism,United States of America,No,White,1,1,0,0,0,0,1,1,0,0
245,instructions,Yes,I think one way moral progress has occurred is with how people treat animals better. You see them treat dogs more like family and children. You also see more activism over treating farm animals with more moral respect as well. I think these protest and actions show how we have morally progress in giving animals more rights.,None of these (please enter a charity of your choice),ASPCA,5,1,7,5,7,6,3,6,4,5,6.25,4.5,"I felt that, it is a good amount and would be useful for basic needs.",Woman,,Liberal,,29,Atheism,United States of America,Yes,White,1,1,0,0,1,1,0,0,0,0
66,instructions,Not sure,Moral progress can occur through people learning differences between right and wrong and implementing them into society. This can happen through voting for people who align with their morals and values. This can also involve passing legislation that make morality in certain areas the law. ,Abortion Care Network,,20,1,5,6,5,5,4,5,4,5,5.25,4.5,because i wanted to donate the full amount,Woman,,Liberal,,27,Judaism,United States of America,No,White,1,1,0,0,1,1,1,0,0,0
102,instructions,No,I believe it is from the person's upbringing. How they are raised and if they have a good example in their life to show them.,Palestine Children’s Relief Fund,,20,1,6,5,6,6,3,5,5,5,5.75,4.5,20,Woman,,Moderate,,52,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
157,instructions,No,"well, believe that since we has humans have been able to put some laws and rules in place to guard and guide people on how to behave and show them the consequence of not being moral i think this has actually helped to boost moral progress extensively.",Voices for Racial Justice,,20,1,6,6,7,6,5,4,4,5,6.25,4.5,because i believe if i have to give all the 20$ to improving the voice against racism i will gladly donate all,Man,,Conservative,,42,Catholicism,United States of America,No,Black,1,1,0,0,1,1,1,1,0,0
230,instructions,Yes,"By accepting same sex marriage, accepting all races into society, accepting all genders in society.",Genders & Sexualities Alliance Network,,20,1,7,7,6,1,3,7,5,3,5.25,4.5,worthy cause,Woman,,Moderate,,38,Atheism,United States of America,No,White,0,1,1,0,0,0,1,1,0,0
240,instructions,Yes,"Moral progress can occur by treating everyone the way you would prefer to be treated. While there has been a lot of advancement in the way people have been treated over the years, there is still more work to be done. People are more respected for just being themselves than they were in the past, and that behavior needs to continue.",None of these (please enter a charity of your choice),Autism Speaks,20,1,6,7,6,7,4,6,4,4,6.5,4.5,It's an amount that I think could make a difference in the organization.,Man,,Liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
72,instructions,Yes,"Moral progress can occur as people step outside of their immediate communities and learn more about the world beyond them. Seeing the impact of things like war on another community, or seeing how much difference a few cents can make in the life of a person really does help progress moral values.",Nonviolent Peaceforce (peace efforts),,5,1,5,5,5,4,5,5,4,4,4.75,4.5,I felt like it was a decent amount,Man,,Liberal,,33,Atheism,United States of America,No,Asian,0,1,1,1,0,1,0,0,0,0
197,instructions,Yes,"Despite the added coverage and information streams, out worldwide conflicts in the past 80 years have been small, in comparison to the past. Fewer people are dying in wars, in general, and as a percentage of population, I think.  We also seem to be having fewer crimes such as murder, per-population.",A Bond of Love Adoption Agency Inc.,,13,1,6,6,5,5,4,6,4,4,5.5,4.5,it is at the top end of what I can spare at this exact moment.,Man,,Moderate,,57,Agnosticism,United States of America,No,White,1,1,0,1,1,1,1,1,0,0
286,instructions,Not sure,if we are more kind to people and if we see some going on  that is not right we should say something stand up r=for what i right.,Voices for Racial Justice,,1,1,7,7,6,7,4,4,4,7,6.75,4.75,because i don't know if the money is really going to them,Woman,,Moderate,,24,Other,United States of America,No,Black,0,0,0,0,0,0,0,0,0,0
263,instructions,Yes,"Moral progress can occur within society overtime. Jobs offering both men and women equal opportunities to apply for a position. Overtime women and men have gained the ability to vote. As advancements are made throughout history, peoples views change as well, which can lead to moral progress.",Any Woman Can LLC (women's rights),,10,1,5,7,5,5,4,6,4,5,5.5,4.75,I felt that was a fair amount to give.,Woman,,Moderate,,39,Non-denominational Christianity,United States of America,No,"White,Black",0,0,0,0,0,1,0,1,0,0
203,instructions,Yes,It can occur in society when people that commit crimes recieve justice their actions. ,Nonviolent Peaceforce (peace efforts),,20,1,6,6,6,6,5,5,4,5,6,4.75,No reason,Man,,Conservative,,31,Spiritual but no religion,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
207,instructions,No," Moral progress can occur through a combination of societal dialogue, education, legislative changes, and individual reflection. Concrete examples of moral progress include the abolition of slavery, the civil rights movement, and the advancement of LGBTQ+ rights. These changes often stem from increased awareness of ethical issues, shifts in cultural norms, and collective efforts to address injustice and promote equality. However, sometimes it seems as if we're moving backwards.",Voices for Racial Justice,,20,1,6,7,6,7,4,5,5,5,6.5,4.75,I don't mind donating to a worthy cause.,Woman,,Liberal,,45,Baptist,United States of America,No,Black,0,0,0,0,0,0,0,0,0,0
218,instructions,Yes,"Once the majority of people believe in a moral stance, they can enact laws to enforce it. For example, when the majority of people come to believe that discrimination against minorities is wrong, they will vote for politicians that want to make anti-discrimination laws and those laws will eventually get put into place. ",Abortion Care Network,,20,1,6,7,6,5,5,6,5,3,6,4.75,That was the maximum amount allowed and giving the maximum amount would help the most.,Woman,,Liberal,,40,Atheism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
214,instructions,No,The conrete moral progress for one example would be the government. It can never occur in a society as big as ours with so many different beliefs. The government strictens this with set policy and rules so the moral standards continue.,Nonviolent Peaceforce (peace efforts),,10,1,7,5,3,7,4,4,6,5,5.5,4.75,"Based on the impact of this group, maybe someone else choice out of 20$ can be giving to the correct group with the most impact.",Man,,Conservative,,28,Baptist,United States of America,No,White,0,0,1,1,0,0,1,1,0,0
151,instructions,Yes,"When I think about moral progress, the first example that came to mind for me is the death penalty. The death penalty has become more and more outlawed as time has gone on. I consider the death penalty to be immoral and it appears society as a whole had tended to agree with that opinion. As more time passes, the prevailing notion is that the death penalty is not moral. This can occur due to shifting opinions over time.",Abortion Care Network,,0,0,5,5,5,6,5,6,4,4,5.25,4.75,I do not wish to donate at this time.,Man,,Liberal,,36,Agnosticism,United States of America,No,Asian,1,1,0,0,1,1,0,0,0,0
28,instructions,Yes,"People are giving others more rights and more freedoms, including relationships and birthing.",A Bond of Love Adoption Agency Inc.,,15,0,6,7,7,7,5,5,5,4,6.75,4.75,I am in a tough financial situation and can use the money,Man,,Liberal,,28,Other,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
82,instructions,Yes,"Moral progress occurs when humans advance civilization to a point where more and more people are having their basic needs met. The more comfortable people become financially they tend to be more lighthearted. As society advances and living standards are increased, it is likely that moral progress will take place. ",Abortion Care Network,,1,1,7,6,3,5,5,6,5,3,5.25,4.75,I chose 1 dollar because I felt obligated to give something for some reason.,Man,,Conservative,,22,Catholicism,United States of America,No,White,0,1,1,0,0,0,1,1,0,0
122,instructions,Yes,Easy access to information adds transparency and makes it easier to highlight and hopefully repudiate and remediate immoral behavior.,Any Woman Can LLC (women's rights),,1,1,6,6,5,6,5,5,5,4,5.75,4.75,Because I felt that was all I could spare in any given moment,Man,,Liberal,,43,Catholicism,Mexico,Yes,White,1,1,0,0,1,0,0,0,0,0
144,instructions,Yes,"One example would be how people are sentenced to death. It would be by hanging, beheading, firing squad. It has since changed for the most part to death by needle and even takes a long time to even get the death approved.",Hope for Ukraine Inc.,,1,1,4,5,6,5,7,5,5,2,5,4.75,I chose the smallest amount because I do not know where the money is coming from and the money we get from studies are even less so I am less willing to donate.,Man,,Conservative,,27,Non-denominational Christianity,United States of America,No,Asian,1,1,0,0,1,1,0,1,0,0
200,instructions,Yes,It can occur when a society changes over time. For example the abolishment of slavery is seen as moral progress,Voices for Racial Justice,,2,1,5,4,5,5,5,5,5,4,4.75,4.75,Because I didn't want want to make a big donation,Man,,Conservative,,26,Catholicism,United States of America,No,"Black,Asian",1,1,0,0,1,1,0,0,0,0
16,instructions,Yes,"It can occur by listening to others and having more open and honest conversations with people from different backgrounds, ethnicities, race, religion, and orientations.  If we listen with an open mind, we can learn from each other and develop moral progress.",Abortion Care Network,,5,1,6,6,5,6,4,5,4,6,5.75,4.75,5,Woman,,Liberal,,39,Catholicism,United States of America,Yes,White,1,1,0,0,1,1,0,0,0,0
36,instructions,Yes,Moral progress can occur by people being more educated on things that are harmful to others such as war. When people are more educated about the outcomes of things before they happen then they can find other ways to deal with issues.,Hope for Ukraine Inc.,,5,1,7,6,6,6,5,5,5,4,6.25,4.75,Because a quarter of a bonus seems fair and is more needed by them than by me,Woman,,Liberal,,51,Spiritual but no religion,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
191,instructions,Not sure,"Returning to religion
treating others as equals
more nuclear families",Voices for Racial Justice,,5,1,7,7,5,7,4,6,5,4,6.5,4.75,What i could afford.,Woman,,Moderate,,76,Baptist,United States of America,No,Black,1,1,0,0,0,0,1,1,0,0
268,instructions,Yes,"Moral progress can occur through a combination of factors such as increased empathy and understanding, societal evolution, and the influence of ethical philosophies and teachings. Individuals and societies can become more morally aware and sensitive to the needs and rights of others through education, exposure to diverse perspectives, and reflection on past actions. Concrete examples of moral progress include the abolition of slavery, the recognition of equal rights for marginalized groups, and the advancement of human rights and environmental protections.",Any Woman Can LLC (women's rights),,7,1,5,4,4,5,5,4,5,5,4.5,4.75,to help others,Woman,,Very conservative,,49,Islam,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
162,instructions,Yes,"Moral progress can occur with the expansion of technology and the internet across the globe. It can gradually give different people a sense of connection with one another, when it does not seem like they could connect before.",A Bond of Love Adoption Agency Inc.,,10,1,5,6,4,6,4,5,5,5,5.25,4.75,"Honestly, I was not sure what would happen to the money that was not donated in the scenario. Would I keep it? I chose to donate half because the other half could be used for another endeavor. ",Man,,Moderate,,38,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
190,instructions,Not sure,"Moral progress happens when individuals and societies actively reflect on their values and actions, seeking to improve and uphold principles of fairness, justice, and compassion. Concrete examples of moral progress include the abolition of slavery, the advancement of civil rights for marginalized groups, and global efforts towards environmental sustainability.",Palestine Children’s Relief Fund,,10,1,6,7,5,7,3,5,6,5,6.25,4.75,I'd like to help the people as much as possible,Man,,Conservative,,31,Lutheran,United States of America,No,Asian,1,1,1,0,1,1,0,0,0,0
210,instructions,Not sure,"I think that the gains we make in technology and awareness of our world beyond local constraints help us understand our role in the world, leading to greater empathy and decisions based on morality and global impact.",Hope for Ukraine Inc.,,10,1,6,6,5,6,5,5,5,4,5.75,4.75,Just an initial reaction,Woman,,Liberal,,55,Agnosticism,United States of America,No,White,0,1,0,0,0,0,1,1,0,0
223,instructions,No,I think slowly we are seeing a change. And that change is being accomplished by watching those that are NOT morally driven acting as fascists and legislating harm to come to some in society. The people who support those pilicies are dieing off and very few young people are being sucked in to these beliefs. And the vast majority of young people have looked at this and have rejected hate and are now standing up for the right things to do.,Genders & Sexualities Alliance Network,,10,1,7,7,7,6,5,6,5,3,6.75,4.75,i just imagined being asked to donate and thats what i ususally always have in my wallet as cash,Man,,Very liberal,,67,Non-denominational Christianity,United States of America,No,White,1,1,0,0,0,0,1,1,0,0
271,instructions,Yes,"Moral progress can occur as younger generations begin to question and challenge the status quo. As older generations die out, the younger are able to reshape society as they see fit.",A Bond of Love Adoption Agency Inc.,,15,1,6,7,6,7,3,6,5,5,6.5,4.75,I struggle with donating because I question how much of the money goes to develop the program and how much is wasted on frivolous things.,Woman,,Very liberal,,46,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
44,instructions,Yes,"Adapting a society and culture that thrives on empathy and love of our fellow men and women would be a great start! I think, even though we have had a lot of moral progress from our predecessors, we still have quite a way to go when it comes to how we treat each other, morally or not. ",Any Woman Can LLC (women's rights),,20,1,7,5,7,7,3,6,5,5,6.5,4.75,"If I have the option to donate up to $20, why not donate it all? It's going to a good cause, anyways!",Woman,,Very liberal,,24,Spiritual but no religion,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
153,instructions,Yes,I feel like moral progress occurs as society develops and people understand the world holistically. I have seen online though many comments in various languages that are now easily translated that everyone around the world thinks relatively similarly and that they view each other in similar light. The internet has also allowed access to many places that has never experienced such connections allowing for a speedy onset of they development of morals with the rest of the world.,Nonviolent Peaceforce (peace efforts),,20,1,6,6,6,6,4,5,5,5,6,4.75,20,Man,,Moderate,,27,Buddhism,United States of America,No,Asian,1,1,0,0,1,1,1,1,0,0
188,instructions,Yes,"Moral progress occurs when more and more people start thinking about how their actions affect others. If this happens, then more and more people give to charity, help others in need, act more courteously and become more empathetic.",None of these (please enter a charity of your choice),Humane Society of the United States,20,1,7,4,6,7,4,5,4,6,6,4.75,That is charity to which I donate a lot regularly.,Woman,,Moderate,,58,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
247,instructions,No,"First of all, discipline should be enacted in every family in the society, then laws should be obeyed.",Palestine Children’s Relief Fund,,20,1,6,7,7,7,3,7,3,6,6.75,4.75,iT will make alot of difference.,Man,,Liberal,,43,Pentecostalism,,No,Black,1,1,0,0,1,0,0,0,0,0
257,instructions,Yes,"Moral progress may occur when everyone agrees to proceed in a certain moral direction for the greater good of society. For example, LGBTQ people are no longer ostracized to the same level they were in the 80s or 90s. It is more commonly accepted. The further questions of marriage and instruction regarding the lifestyles taught in school would not fall under this catagory as they are still contentious to different degrees.",None of these (please enter a charity of your choice),PreBorn,20,1,5,3,5,6,4,6,5,4,4.75,4.75,I'm not losing any money so why not donate the most,Man,,Conservative,,34,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
15,instructions,Yes,As people grow and develope the world changes. These changes include things like slavery. We morally thought it was wrong. Though we still have quite a ways to go we are getting there. ,A Bond of Love Adoption Agency Inc.,,10,1,6,6,4,6,5,5,5,4,5.5,4.75,I thought half was fair. ,Woman,,Very liberal,,38,Atheism,United States of America,No,White,1,1,1,1,1,1,1,1,0,0
21,instructions,Not sure,If people will return to traditional values and stop living so recklessly.,Nonviolent Peaceforce (peace efforts),,1,1,5,5,5,5,5,5,5,5,5,5,I'm unsure of the charity,Man,,Conservative,,38,Pentecostalism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
104,instructions,Not sure,By trying to make oneself better.  Reading the Bible and acting accordingly.,Nonviolent Peaceforce (peace efforts),,1,1,5,5,5,5,5,5,5,5,5,5,I know nothing of the charity,Woman,,Conservative,,40,Pentecostalism,United States of America,No,White,0,0,1,0,0,0,0,0,0,0
280,instructions,Yes,If ones actions  and thinking were negative constantly and no longer is but are now more positive there have been a change in ones morals.,A Bond of Love Adoption Agency Inc.,,5,1,6,6,5,6,4,6,5,5,5.75,5,It seems like a amount that would be helpful.,Woman,,Liberal,,43,Other,United States of America,No,Black,0,0,0,0,0,0,0,0,0,0
155,instructions,Yes,Typically we have seen moral progress occur with action/movements. Those who are being oppressed have used action (i.e. protests) to make those acting immorally towards them hear their voice and make a change happen. The Civil Rights movement and the Women's Rights movement are both good examples in the US.,Palestine Children’s Relief Fund,,10,1,6,6,7,6,6,6,3,5,6.25,5,it is the max amount I am able to give,Woman,,Very liberal,,26,Agnosticism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
130,instructions,Yes,Moral progress is usually the result of events/tragedies that highlight a moral shortcoming. These events cause folks to readjust their thoughts or beliefs and can often create moral progress. ,Palestine Children’s Relief Fund,,20,1,6,6,7,6,5,6,4,5,6.25,5,I would like to send as much money as possible to aid the genocide in Palestine. ,Man,,Very liberal,,35,Agnosticism,United States of America,No,White,0,0,0,0,0,0,1,1,0,0
273,instructions,No,I believe people need to turn back to God and His principals. Parents need to teach their children manners and respect for other people including authority.,None of these (please enter a charity of your choice),St. Jude's Research Hospital,20,1,7,7,7,7,4,6,4,6,7,5,I have a heart for giving to help children with cancer and helping their families,Woman,,Other,none,66,Spiritual but no religion,United States of America,No,White,0,0,0,0,0,0,0,1,0,0
127,instructions,Yes,Teaching people to respect each other. You will act better if you treat people how you would like to be treated. Never say something just to hurt someone's feelings. ,None of these (please enter a charity of your choice),St. Judes,1,1,7,7,5,7,5,7,5,3,6.5,5,Because it would not let me select 0,Woman,,Moderate,,67,Catholicism,United States of America,No,White,1,0,0,1,1,0,1,1,0,0
88,instructions,Yes,"Moral progress can occur through education and reflection on past events. People look at historical events such as genocides, and realize the effects they had on society as a whole.",Palestine Children’s Relief Fund,,10,1,6,6,5,5,5,5,5,5,5.5,5,i felt that it was an appropriate amount,Man,,Liberal,,18,Hinduism,Nepal,No,Asian,0,0,1,1,0,0,0,1,0,0
107,instructions,Yes,"Moral progress can be reflected in our legal and criminal justice system. For example, we now have a system of checks and balances that prevent individuals from being unlawfully detained, prevent the inclusion of wrongfully collected information or evidence, and rely on a jury of a person's peers to come to a conclusion about her or his guiltiness. In the past, all you needed was one accusation of a person practicing witchcraft and they could be burned at the stake without any further due process.",A Bond of Love Adoption Agency Inc.,,10,1,6,4,5,5,4,5,5,6,5,5,It was the highest amount available,Woman,,Moderate,,32,Baptist,United States of America,Yes,White,0,0,0,1,0,0,0,0,0,0
120,instructions,Yes,"In one way moral progress has occurred, it is more socially acceptable to be an LGBT person. Same sex couples now can be legally wed, and it is more socially acceptable to be transgender.",Abortion Care Network,,0,0,7,6,7,7,5,7,4,4,6.75,5,I didn't want to donate,Woman,,Very liberal,,28,Agnosticism,United States of America,No,White,1,1,0,0,1,0,1,1,0,0
228,instructions,Not sure,"Moral progress can occur by people speaking up. Hearing voices of experiences that are unmoral drives change. In the age of social media, it is easy to be heard. ",Any Woman Can LLC (women's rights),,5,1,6,5,6,7,5,6,5,4,6,5,I've never donated to a charity before.,Woman,,Conservative,,30,Other,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
